,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0000000000000000000000000100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.00018,0.0,0.0,0.02,0.0,0.0,0.0,-10.373106293708378,0.0408087832045768,0.0,0.0,-10.8095518,0.0,0.0,0.05172367821012558,0.010711481608231781,0.0
1000000000000000000000000100000,0.01009,0.0,0.0,-0.0748585295675573,0.0,0.02054767551267143,0.0,0.029900000000000003,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.2251296257547032,0.0,0.0,0.031223770858101907,-10.75981754813,0.03,0.0,0.14999578230705143,9.162000000000001e-05,0.0
3000000000000000000000000100000,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.020896230297963947,0.0,0.0,0.0,0.0,0.0,0.0,0.021689648677341498,0.0,0.0,0.05405273184998825,0.0,0.0,-0.06500795308623006,0.0,0.0,0.011243593910716157,0.02101368417723279,0.0,0.0
1000000010000000000000000000000,-0.31408188175746166,-0.31420576040375875,0.0,0.0104473,0.07312982269380837,0.06612975111988584,-0.1630516250108346,-64.38556667891737,0.0669822643903581,0.008744946180576857,-10.41986242359954,0.07061099221619435,0.06907719310215371,0.0017775538916553583,-10.400661245321533,0.020876030228781123,0.10143934101916834,0.033975982588571596,-8.933800466318305,-0.06864944647958417,-0.4036819850454605,0.001792309311596861,0.03658774927212574,-0.36795618032178457,0.000687203010893056,0.15874997688105508,-21.266530673024956,-0.012286605044075284,-0.06943542068644865,0.05356387199993826
3000000010000000000000000000000,0.3045101384137689,0.17186579549655756,0.020872650481355746,0.08143095479932637,0.08947306782817499,-0.26289149659122485,-12.866575497915267,-54.83928035686062,0.06200349394560295,0.053635588005380555,-4.491712073467976,0.0001823741553190911,-10.623826411653003,0.056762082191798686,-8.336318635812772,0.0005012699548379564,0.05332213977033159,0.029891005795122032,-10.620398588807822,-0.04084302039748628,0.04357934267988885,-0.030698795706857917,-9.302143093103387,-0.351133734146983,0.022698852394877744,-19.46768863369378,-9.818096851528605,0.2772709984868188,0.06844870175798654,-0.0006312901405388151
2000000010000000000000000000000,0.21201142639045548,0.3092124300788199,0.012032514304434827,0.018661099777805827,-0.03584418992040562,-0.2501399938282885,-0.2647749811157799,-33.21365463062892,0.062171906471307575,0.020214309819854552,0.02394670250240548,0.002520133819981991,0.05672858230348539,0.08452334561712492,0.15525558220025376,0.02397797106817829,-0.028465282330119912,-0.07025414854801874,-10.491022014262231,0.04090993916815917,0.059102596834235466,0.029076269363479273,-0.19869774956772046,-0.05799091903002486,0.02930760656294331,-20.38238646405712,0.02897446115663524,0.1887747922850505,0.001925209584154308,0.023949539266148477
0000000010000000000000000000000,-33.11249123515287,-11.101875778230362,0.021285737427838826,0.007739707637576747,0.029781663184289393,-6.137414659336535,-23.931001295669923,0.0,0.02525904247060512,-0.007265647848559081,-10.145367635817735,0.022859295422313502,-20.098323148158368,0.011162178500487315,0.03390633865997595,0.007992904955261112,0.0027501302806727107,-10.629839064025866,-10.302940478671237,0.001397965685240947,0.012079785346495012,-0.15192826360376727,-10.606185008961882,0.105068326100468,-0.29771965001607975,0.080258051978625,-8.80450971696034,-10.545016829528004,0.00150512202762998,0.02950377386231784
2000000110000000000000000000000,0.0,0.0,0.0013389916258511464,0.0,0.0,0.0,-38.75041895211893,0.0,0.0,0.02239765727471727,0.0,0.029403,0.0,0.0,0.022130755473893364,0.4489020323396627,0.0,0.0,0.0,0.0,0.0,0.023928703108810897,0.020270000000000003,0.0,0.01,0.0,0.011304444211087419,0.0,0.0,0.0
3000000110000000000000000000000,0.0,0.0,0.020067300000000003,0.0,0.0,0.01,0.0,0.0,-0.0894742743751767,0.0,0.0,0.0,0.0,0.0,0.0,-11.982072301983429,0.0099,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03027164187,0.0,0.059594973754061184,0.0,0.0,0.0
1000000110000000000000000000000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.16394668353302713,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0019923659008440208,0.021333329560828247,0.0,-10.921902881269437,0.0,0.0,0.0
0000000110000000000000000000000,0.0,0.0,0.030448101900000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.2608829458827792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07947399247520813,0.023524126124131888,0.0,0.0,0.0
2000000100000000000000000000000,-0.07222113639068914,0.04247112948708874,-0.11596020637759452,0.021636214251855884,-0.017327772484865778,0.07760810695654342,-42.9024146407889,0.01,0.01,-0.13599665670869537,0.329548679492275,0.03307028782187169,-0.07119188809449725,-0.02044813393416649,0.0349290836588553,-0.7500627025665851,0.0307796347151586,0.030208549832561722,-9.903838456524753,-0.09015231653169588,-10.147200088231099,0.013538770595102482,0.0,0.031975904453117286,-13.864066778047345,0.03262545707441289,-10.466842942496065,0.0,0.08913969281191121,-10.729109376305537
1000000100000000000000000000000,0.03312562621119432,0.0,0.011253082258980845,0.022776839949730253,-20.857060468140382,0.03286885905762268,-53.36597522877738,0.0,0.042081131539166115,-0.0400456711143458,0.1780144830540688,0.02061298336888477,0.0,0.013852896880585192,0.0,-8.20639175256162,0.0,0.01071465564507823,-9.366556260120365,-10.693563837970556,0.03646854485460173,0.0,0.0482667959149477,-0.014738570361144506,0.06698932137448801,-8.907536838390769,0.05816456582672906,0.0,0.10138472492739688,-0.20987309916363156
3000000110000000100000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044901000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0598983489
1000000110000000100000000000000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000110000000100000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.029701619999999998
0000000110000000100000000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304473,0.0,0.0,0.0,0.0,0.0,0.0,-12.421035511000001
0000000110000000100000000000001,0.020434599999999997,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.030270000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.51
2000000110000000100000000000001,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.40991
1000000110000000100000000000001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05940383186999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000110000000100000000000001,0.049699999999999994,0.0,0.0,0.0,0.0,0.0,0.0,-12.450000000000001,0.0300915057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000000110000000000000000000001,0.10391512862478575,0.0,0.0,0.0,0.0,0.0,0.0,-12.41973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04125303512375297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000000110000000000000000000001,0.17698338852128223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020267300000000002,0.0,0.0,0.0,0.030896127265469635,0.0,0.02,0.0,0.01018,0.0,0.0,0.0799975152043451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000110000000000000000000001,-11.463066938060985,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04050494603274489,0.0,0.0,0.0,0.0,0.0,0.0,0.020369654849981187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000110000000000000000000001,0.16341042715197637,0.0,0.0,0.0,0.0,0.0,-12.3,0.0,0.0,0.0,0.0,0.0,0.021196177421868516,0.0,0.0,0.0,0.02,0.0,0.0,0.029850299999999996,0.020270000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100000110000000000000000000001,-11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039955618000000005,0.0,0.0,0.0600614238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000110000000000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.029801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.96
2100000110000000000000000000001,0.0,0.0,0.0,0.0,0.0,0.03027081,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.03,0.049492,0.02018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100000110000000000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.94,0.0,0.0,0.0100891,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100000010000000000000000000001,0.0,0.0,0.0,0.0595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.01027,0.0,0.0
2100000010000000000000000000001,0.0,0.0,0.0,0.040021254000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497660114,0.0,0.0,0.0,0.0,0.0
3100000010000000000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
0100000010000000000000000000001,0.0,0.0,0.0,0.03008243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039900000000000005,0.0,0.0,0.0,0.0,0.0
1100000110000000010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0100000010000000010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.06023975187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100000010000000010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029967300000000002,0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.088578978643,0.0,0.0,0.0,0.0,0.0,0.0,-11.72
2100000010000000010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.030714354351300002,0.0,0.0
1100000010000000010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01018,0.0,0.0,0.0,0.0,0.0
1000000010000000010000000000001,0.0,0.0,0.01027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18346418230398243,0.0,0.0,0.0,0.0,0.0,0.0
3000000010000000010000000000001,0.0,0.0,0.0,0.0,0.0104473,0.0,0.0,0.0,0.010712827000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004644138052899583,0.0,0.0,0.0,0.011387323908101786,0.029878199999999997,0.039398288827520264,0.01,0.0,0.0,0.0,0.0,0.0
2000000010000000010000000000001,0.0,0.0,0.0,0.0,0.03,0.0,0.03125168966302441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11882145277585182,0.0,0.0,0.0,0.0,0.0,0.0
0000000010000000010000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011399478636089637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.951633151568167,0.0,0.0,0.011413614783928928,0.0,0.0,0.0
1000000010000000000000000000001,0.0,0.0,0.16278554979434523,0.0,0.0007491519142412254,0.0,0.08029797143021183,-11.059186346114945,0.01027,0.000583840710943277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018225106129486523,0.0,0.0398,0.026200488108566834,0.0,0.0,0.0,0.00018,0.0,-11.38973
3000000010000000000000000000001,0.0,0.0,0.05017678506410288,0.0,0.0,0.0,0.10451797226906498,0.0,0.04083829858,0.0,0.0,0.01,0.0,0.0,0.0,0.011498265971883638,0.02035173134938355,0.0,0.0,0.032723374299308536,-0.08397761272547856,0.0,-0.04559111925123108,0.253647278899145,0.0,0.03252559574973072,0.0,0.0,0.0,0.0
2000000010000000000000000000001,0.0,0.0,0.2526954317604506,0.0,0.0,0.010262419694847945,-0.04078855118068318,0.0,0.0,0.0,0.0,0.0,0.010120457520908357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04001349462470893,0.0,0.0397,0.11245297929198131,0.0,0.0,0.0,0.0,0.0,0.0
0000000010000000000000000000001,0.0,0.0,0.06519705100930853,0.00028344414526762404,0.0,0.0,0.13796390292446126,-11.27,0.0,0.0,0.010487540946550428,0.0,0.009846549754332898,0.04090168453472347,0.0,0.0,0.0,0.000982135970262201,0.0,0.0,0.0,0.02981836085444838,0.0,-8.772021099495737,0.0,0.03018454238629829,0.02,0.0,0.0,0.0
0000000000000000000000000000001,-8.592502671530061,0.05023883477736285,0.05093150266547984,-17.794147416352953,-20.091852389509445,0.043406460081475515,0.04469639186941159,0.012717573555145412,-8.254516684603454,0.13871599586545008,-0.015434463183208569,-0.20788903612819448,-22.21594461703939,0.029624121997869936,0.0003524048914821553,-0.002309438797030052,-0.01196012220494127,0.001425904885266322,-18.399033103255427,0.031135492751690474,0.031287826926097655,-0.08219857601342635,-0.030141768523846632,0.0038763961259346137,0.04512569730235154,-0.46282986828164785,0.08798468847495053,-0.30537415470169504,0.010949895348890659,-11.22803736418164
1000000000000000000000000000001,-11.110866224851975,0.0,-9.600152163065278,-0.07238714843292512,-19.625405075832713,-0.0728161311127278,-22.02789713121308,-10.4771674299918,-0.23719822472616747,-0.04624998917505934,-21.810706547476524,-11.807576054893472,-0.15111941459451433,-0.013674019727774656,-0.04582100295151212,-0.0690826908324824,-10.66143717872723,-0.0730738360880336,-0.7455336128916104,0.031561058105828044,0.0,0.021903662275506167,0.01942752276498068,0.039674824795580196,0.06058333954158546,-0.3167446737085614,0.14463798514098808,0.03084582345415932,0.04263840739958711,-21.77492397608208
3000000000000000000000000000001,-9.902559261934867,0.0,-0.6929161775683138,-0.14834944265420502,-0.021124050374453522,0.031053883006629313,0.1841308784705871,-0.016855833263538376,-20.516340477868738,0.2058751697647947,-21.468791301580907,0.08642115837334427,-10.821354641591313,0.08074878042057043,0.01599035064599041,-20.673233186555414,-11.432650501182472,-0.0022531312959830365,-10.648256185989043,0.05435823565062708,0.04072765890912722,0.022213116064719488,-10.72574117146952,0.04268888481763364,0.034766496966653015,0.29003408239994305,-21.23240598292467,0.019100687992178175,-0.07501191527489423,-53.98961658442804
2000000000000000000000000000001,0.02867358276653187,0.010571548493416322,-8.939542300654436,-0.2974289903744262,-0.051828619296512335,0.03990209868542041,0.06134486939409162,0.012094285278638997,-19.389338674706085,0.07704809329392537,0.07480071821297948,-10.917316746615121,-11.04119627162475,-10.522238087182092,0.03253397355913465,-9.989938795052248,-10.103929693865238,0.020827263432034594,-10.45860471263755,0.049280196148083384,0.032868889167649004,0.001981572665075277,-0.05144454960302079,-0.06250702162881056,0.1295801367311966,0.0183035882036729,0.27463265612645327,-0.1687389988803369,-0.10312538980522121,-32.98418917118407
1000000000000000000000010000001,0.0,0.0,0.0,0.12017879277783336,0.0,0.02,0.0,0.0,0.0,0.051031739604799356,0.0,0.0,0.0,0.0,0.020270000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.636400000000002,0.0,0.050321927,0.0,0.0,0.0,0.0,0.0
2000000000000000000000010000001,0.0,0.0,0.0,0.12729277606012884,0.0,0.04997,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.01,0.01009,0.0,0.01,0.0,0.0,0.0,0.0,0.0,-11.370000000000001,0.0,0.0102691,0.0,0.060237744762,0.0,0.0,0.0
3000000000000000000000010000001,0.0,0.0,0.0,0.15616185050444417,0.0,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.04059255061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0502373,0.0,0.030802367314380002,0.0
0000000000000000000000010000001,0.0,0.0,0.03,-11.030526090142939,0.0,0.01017244458,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.039968903800000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
0000100000000000000000010000001,0.0,0.011825359963370809,0.0,-22.28793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0824707396295288,0.0,0.0,0.0,0.0,0.0,0.0,0.23253193043758602,0.0,0.0,0.0
2000100000000000000000010000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0302682,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0914787979794627,0.0,0.0,0.0,0.0,0.0,0.0,0.15617896090852723,0.0,0.0,0.0
3000100000000000000000010000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298,-0.0707418,0.0,0.0,0.0,0.06037604489173648,0.0,0.0,0.0,0.0,0.0,0.0,-10.770827228652328,0.0,0.0,0.0
1000100000000000000000010000001,0.0,0.0,0.010625562748918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020452987343000002,0.0,0.0,0.0301587418,0.0,0.02,0.0,0.08903826611228473,0.0,0.0,0.0,0.0,0.0,0.0,0.06095458668277268,0.0,0.030272444580000002,0.0
2000100000000000000000010001001,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
0000100000000000000000010001001,0.0,0.0498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01027,0.0,-10.86990917542,0.0,0.0,0.0,-10.86,0.0,0.0,0.0
1000100000000000000000010001001,0.0,0.049699999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000100000000000000000010001001,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000000000000000000000001001,0.00370405760791526,0.0,0.0,0.031783860388372755,0.0,0.0,0.0,0.0,-10.851471819139768,0.043713052300044936,0.0014283542580310793,0.039303,0.0,0.0,0.06560866157139118,0.014539888280566723,0.054667803714305144,0.0,0.0052847221563437395,0.0,0.0,0.0,0.0,0.03579448254210121,0.0,0.02,0.0,0.03238576930960643,0.0,0.0
1000000000000000000000000001001,0.0,0.0,0.032912367946463135,0.0,0.004811076941760935,0.005901177694424903,0.0,-10.870000000000001,0.8085692609047349,0.0,0.0,0.0,0.0,0.0,0.04014883729,0.03281587863665317,0.0,0.0,0.0,0.0,0.03617579196985285,0.004769720582951837,0.031541465298206214,0.01,0.0,0.03521265626669533,-11.024993426375802,0.0,0.0,0.0
0000000000000000000000000001001,0.0,0.0,0.0,0.0,0.0,0.023075782360397135,0.0,0.0,0.6717470366663547,0.0,0.011610334420863773,0.03,0.0,0.02275869735404893,0.0106170358741848,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0037788914326884865,0.0,0.03539464951872726,0.022975006376832214,0.0,0.0,0.0,-21.82644115474205
3000000000000000000000000001001,0.0,0.02365020132779859,0.0,0.0,0.02,0.0,0.0,0.024094988955204434,-10.368559350084011,0.0,0.0,0.0108051410152,0.0,0.01115962621694353,0.039869299999999996,0.0,0.0,0.0,0.031246801979473018,0.0,0.0,0.0,0.07192986673484203,0.0,0.0,0.07222349333962165,-21.414769927900956,0.021796234059048354,0.0,-10.896389387906586
0000100000000000000000000000001,0.0,0.0,0.0,-10.88,0.0,0.0,-10.70843881283621,0.0,0.0,0.0,0.0,0.0215289984430163,0.0,0.0,0.0,0.03,0.0,0.021544329297545444,0.0,0.0,0.0,0.030270000000000002,0.0,0.0,0.295893937272312,0.0,0.0,0.0,0.029900000000000003,0.0
2000100000000000000000000000001,0.0,0.0,0.0,-11.248440071416622,0.0,0.0,0.07284292289801314,0.0,0.0,0.04032034579810001,0.0,0.0,0.02105263825206265,0.0,0.0024422229638232703,0.0,0.0,0.0,0.0,0.01,0.020711838790999998,0.020968292524142,0.0,0.0,0.2446981212063727,0.01187046701261805,0.0007216654580994325,0.0,0.0,0.0
1000100000000000000000000000001,0.0,0.0,0.0,-11.1,0.0,0.0,-9.953484958577235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2275452947887293,0.0,0.0,0.0,0.02,0.0
